Name,ProductCode,Price,TechSpecs,ProductPhoto,PhotoPath,PDFlink,PDFPath,Link
"WAC Lighting WS-13107-BK 7"" 5.5W LED Manhattan Wall Sconce, 2700K Color Temperature, 90 CRI, 280 Lumens, Black",WAC-WS-13107-BK,$135.30,"Technical Spec  PRODUCT DESCRIPTION Sophisticated refinement. Tailored and bespoke. PRODUCT FEATURES Trimless fabric shade illuminates evenly Etched glass diffuser on the top and below Urban elegance and LED illumination softened with a fabric shade. Title 24 may not be available for all finishes, check for availability Transformer option for non-Title 24 fixture only ACLED driverless technology 5 year warranty PRODUCT SPECIFICATIONS Color Temp: 2700K Input: 120 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 54000 Hours Mounting: Can be mounted on ceiling or wall in all orientations Standards: ETL, cETL,Title 24 JA8-2019 Compliant; Dry Location Listed Construction: Aluminum hardware with fabric diffuser and etched glass; Aluminum body, fabric diffuser ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13107-BK-2.jpg?v-cache=1636504385,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13107-BK-3.jpg?v-cache=1636504385","output/WAC-WS-13107-BK/WAC-WS-13107-BK-1.jpg,output/WAC-WS-13107-BK/WAC-WS-13107-BK-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-install.pdf","output/WAC-WS-13107-BK/WAC-WS-13107-BK-3.pdf,output/WAC-WS-13107-BK/WAC-WS-13107-BK-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-13107-bk.htm
"WAC Lighting WS-13107-AB 7"" 5.5W LED Manhattan Wall Sconce, 2700K Color Temperature, 90 CRI, 280 Lumens, Aged Brass",WAC-WS-13107-AB,$135.30,"Technical Spec  PRODUCT DESCRIPTION Sophisticated refinement. Tailored and bespoke. PRODUCT FEATURES Trimless fabric shade illuminates evenly Etched glass diffuser on the top and below Urban elegance and LED illumination softened with a fabric shade. Title 24 may not be available for all finishes, check for availability Transformer option for non-Title 24 fixture only ACLED driverless technology 5 year warranty PRODUCT SPECIFICATIONS Color Temp: 2700K Input: 120 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 54000 Hours Mounting: Can be mounted on ceiling or wall in all orientations Standards: ETL, cETL,Title 24 JA8-2019 Compliant; Dry Location Listed Construction: Aluminum hardware with fabric diffuser and etched glass; Aluminum body, fabric diffuser ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13107-AB-2.jpg?v-cache=1636504381,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13107-AB-3.jpg?v-cache=1636504381","output/WAC-WS-13107-AB/WAC-WS-13107-AB-1.jpg,output/WAC-WS-13107-AB/WAC-WS-13107-AB-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-install.pdf","output/WAC-WS-13107-AB/WAC-WS-13107-AB-3.pdf,output/WAC-WS-13107-AB/WAC-WS-13107-AB-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-13107-ab.htm
"WAC Lighting WS-13115-BO 15"" 10W LED Manhattan Wall Sconce, 2700K Color Temperature, 90 CRI, 840 Lumens, Brushed Bronze",WAC-WS-13115-BO,$231.00,"Technical Spec  PRODUCT DESCRIPTION Sophisticated refinement. Tailored and bespoke. PRODUCT FEATURES Trimless fabric shade illuminates evenly Etched glass diffuser on the top and below Urban elegance and LED illumination softened with a fabric shade. Title 24 may not be available for all finishes, check for availability Transformer option for non-Title 24 fixture only ACLED driverless technology 5 year warranty PRODUCT SPECIFICATIONS Color Temp: 2700K Input: 120 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 54000 Hours Mounting: Can be mounted on ceiling or wall in all orientations Standards: ETL, cETL,Title 24 JA8-2019 Compliant; Dry Location Listed Construction: Aluminum hardware with fabric diffuser and etched glass; Aluminum body, fabric diffuser ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13115-BO-2.jpg?v-cache=1636504467,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13115-BO-3.jpg?v-cache=1636504467","output/WAC-WS-13115-BO/WAC-WS-13115-BO-1.jpg,output/WAC-WS-13115-BO/WAC-WS-13115-BO-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-install.pdf","output/WAC-WS-13115-BO/WAC-WS-13115-BO-3.pdf,output/WAC-WS-13115-BO/WAC-WS-13115-BO-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-13115-bo.htm
"WAC Lighting WS-13115-BN 15"" 10W LED Manhattan Wall Sconce, 2700K Color Temperature, 90 CRI, 840 Lumens, Brushed Nickel",WAC-WS-13115-BN,$231.00,"Technical Spec  PRODUCT DESCRIPTION Sophisticated refinement. Tailored and bespoke. PRODUCT FEATURES Trimless fabric shade illuminates evenly Etched glass diffuser on the top and below Urban elegance and LED illumination softened with a fabric shade. Title 24 may not be available for all finishes, check for availability Transformer option for non-Title 24 fixture only ACLED driverless technology 5 year warranty PRODUCT SPECIFICATIONS Color Temp: 2700K Input: 120 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 54000 Hours Mounting: Can be mounted on ceiling or wall in all orientations Standards: ETL, cETL,Title 24 JA8-2019 Compliant; Dry Location Listed Construction: Aluminum hardware with fabric diffuser and etched glass; Aluminum body, fabric diffuser ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13115-BN-2.jpg?v-cache=1636504464,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13115-BN-3.jpg?v-cache=1636504464","output/WAC-WS-13115-BN/WAC-WS-13115-BN-1.jpg,output/WAC-WS-13115-BN/WAC-WS-13115-BN-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-install.pdf","output/WAC-WS-13115-BN/WAC-WS-13115-BN-3.pdf,output/WAC-WS-13115-BN/WAC-WS-13115-BN-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-13115-bn.htm
"WAC Lighting WS-13115-BK 15"" 10W LED Manhattan Wall Sconce, 2700K Color Temperature, 90 CRI, 840 Lumens, Black",WAC-WS-13115-BK,$231.00,"Technical Spec  PRODUCT DESCRIPTION Sophisticated refinement. Tailored and bespoke. PRODUCT FEATURES Trimless fabric shade illuminates evenly Etched glass diffuser on the top and below Urban elegance and LED illumination softened with a fabric shade. Title 24 may not be available for all finishes, check for availability Transformer option for non-Title 24 fixture only ACLED driverless technology 5 year warranty PRODUCT SPECIFICATIONS Color Temp: 2700K Input: 120 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 54000 Hours Mounting: Can be mounted on ceiling or wall in all orientations Standards: ETL, cETL,Title 24 JA8-2019 Compliant; Dry Location Listed Construction: Aluminum hardware with fabric diffuser and etched glass; Aluminum body, fabric diffuser ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13115-BK-2.jpg?v-cache=1636504460,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13115-BK-3.jpg?v-cache=1636504460","output/WAC-WS-13115-BK/WAC-WS-13115-BK-1.jpg,output/WAC-WS-13115-BK/WAC-WS-13115-BK-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-install.pdf","output/WAC-WS-13115-BK/WAC-WS-13115-BK-3.pdf,output/WAC-WS-13115-BK/WAC-WS-13115-BK-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-13115-bk.htm
"WAC Lighting WS-13122-BO 22"" 16W LED Manhattan Wall Sconce, 2700K Color Temperature, 90 CRI, 840 Lumens, Brushed Bronze",WAC-WS-13122-BO,$272.25,"Technical Spec  PRODUCT DESCRIPTION Sophisticated refinement. Tailored and bespoke. PRODUCT FEATURES Trimless fabric shade illuminates evenly Etched glass diffuser on the top and below Urban elegance and LED illumination softened with a fabric shade. Title 24 may not be available for all finishes, check for availability Transformer option for non-Title 24 fixture only ACLED driverless technology 5 year warranty PRODUCT SPECIFICATIONS Color Temp: 2700K Input: 120 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 54000 Hours Mounting: Can be mounted on ceiling or wall in all orientations Standards: ETL, cETL,Title 24 JA8-2019 Compliant; Dry Location Listed Construction: Aluminum hardware with fabric diffuser and etched glass; Aluminum body, fabric diffuser ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13122-BO-2.jpg?v-cache=1636504485,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13122-BO-3.jpg?v-cache=1636504485","output/WAC-WS-13122-BO/WAC-WS-13122-BO-1.jpg,output/WAC-WS-13122-BO/WAC-WS-13122-BO-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-install.pdf","output/WAC-WS-13122-BO/WAC-WS-13122-BO-3.pdf,output/WAC-WS-13122-BO/WAC-WS-13122-BO-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-13122-bo.htm
"WAC Lighting WS-13122-BN 22"" 16W LED Manhattan Wall Sconce, 2700K Color Temperature, 90 CRI, 840 Lumens, Brushed Nickel",WAC-WS-13122-BN,$272.25,"Technical Spec  PRODUCT DESCRIPTION Sophisticated refinement. Tailored and bespoke. PRODUCT FEATURES Trimless fabric shade illuminates evenly Etched glass diffuser on the top and below Urban elegance and LED illumination softened with a fabric shade. Title 24 may not be available for all finishes, check for availability Transformer option for non-Title 24 fixture only ACLED driverless technology 5 year warranty PRODUCT SPECIFICATIONS Color Temp: 2700K Input: 120 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 54000 Hours Mounting: Can be mounted on ceiling or wall in all orientations Standards: ETL, cETL,Title 24 JA8-2019 Compliant; Dry Location Listed Construction: Aluminum hardware with fabric diffuser and etched glass; Aluminum body, fabric diffuser ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13122-BN-2.jpg?v-cache=1636504481,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13122-BN-3.jpg?v-cache=1636504481","output/WAC-WS-13122-BN/WAC-WS-13122-BN-1.jpg,output/WAC-WS-13122-BN/WAC-WS-13122-BN-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-install.pdf","output/WAC-WS-13122-BN/WAC-WS-13122-BN-3.pdf,output/WAC-WS-13122-BN/WAC-WS-13122-BN-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-13122-bn.htm
"WAC Lighting WS-13122-BK 22"" 16W LED Manhattan Wall Sconce, 2700K Color Temperature, 90 CRI, 840 Lumens, Black",WAC-WS-13122-BK,$272.25,"Technical Spec  PRODUCT DESCRIPTION Sophisticated refinement. Tailored and bespoke. PRODUCT FEATURES Trimless fabric shade illuminates evenly Etched glass diffuser on the top and below Urban elegance and LED illumination softened with a fabric shade. Title 24 may not be available for all finishes, check for availability Transformer option for non-Title 24 fixture only ACLED driverless technology 5 year warranty PRODUCT SPECIFICATIONS Color Temp: 2700K Input: 120 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 54000 Hours Mounting: Can be mounted on ceiling or wall in all orientations Standards: ETL, cETL,Title 24 JA8-2019 Compliant; Dry Location Listed Construction: Aluminum hardware with fabric diffuser and etched glass; Aluminum body, fabric diffuser ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13122-BK-2.jpg?v-cache=1636504477,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-13122-BK-3.jpg?v-cache=1636504477","output/WAC-WS-13122-BK/WAC-WS-13122-BK-1.jpg,output/WAC-WS-13122-BK/WAC-WS-13122-BK-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-13107-WS-13115-WS-13122-install.pdf","output/WAC-WS-13122-BK/WAC-WS-13122-BK-3.pdf,output/WAC-WS-13122-BK/WAC-WS-13122-BK-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-13122-bk.htm
"WAC Lighting WS-25612-WT 29W Blok Horizontal 12"" LED Wall Sconce, 3000K Color Temperature, 90 CRI, 1162 Lumens, CA Title 24 Compliant, White",WAC-WS-25612-WT,$288.75,"Technical Spec  PRODUCT DESCRIPTION Blok provides an abundance of up and down light in a sleek ADA Compliant aluminum frame available in satin nickel, black or textured white. Equipped with a universal driver, Blok is suitable for 120V-220V-277V making it the perfect choice for any commercial or residential application. PRODUCT SPECIFICATIONS Color Temp: 3000K Input: 120-277 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 70000 Hours Standards: ETL, cETL, Title 24 JA8-2019 Compliant; Damp Location Listed Construction: Aluminum hardware with glass diffuser  ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-25612-WT-2.jpg?v-cache=1634948937,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-25612-WT-3.jpg?v-cache=1634948937","output/WAC-WS-25612-WT/WAC-WS-25612-WT-1.jpg,output/WAC-WS-25612-WT/WAC-WS-25612-WT-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-25612-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-25612-install.pdf","output/WAC-WS-25612-WT/WAC-WS-25612-WT-3.pdf,output/WAC-WS-25612-WT/WAC-WS-25612-WT-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-25612-wt.htm
"WAC Lighting WS-25612-SN 29W Blok Horizontal 12"" LED Wall Sconce, 3000K Color Temperature, 90 CRI, 1162 Lumens, CA Title 24 Compliant, Satin Nickel",WAC-WS-25612-SN,$288.75,"Technical Spec  PRODUCT DESCRIPTION Blok provides an abundance of up and down light in a sleek ADA Compliant aluminum frame available in satin nickel, black or textured white. Equipped with a universal driver, Blok is suitable for 120V-220V-277V making it the perfect choice for any commercial or residential application. PRODUCT SPECIFICATIONS Color Temp: 3000K Input: 120-277 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 70000 Hours Standards: ETL, cETL, Title 24 JA8-2019 Compliant; Damp Location Listed Construction: Aluminum hardware with glass diffuser  ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-25612-SN-2.jpg?v-cache=1634948928,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-25612-SN-3.jpg?v-cache=1634948928","output/WAC-WS-25612-SN/WAC-WS-25612-SN-1.jpg,output/WAC-WS-25612-SN/WAC-WS-25612-SN-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-25612-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-25612-install.pdf","output/WAC-WS-25612-SN/WAC-WS-25612-SN-3.pdf,output/WAC-WS-25612-SN/WAC-WS-25612-SN-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-25612-sn.htm
"WAC Lighting WS-25612-BK 29W Blok Horizontal 12"" LED Wall Sconce, 3000K Color Temperature, 90 CRI, 1162 Lumens, CA Title 24 Compliant, Black",WAC-WS-25612-BK,$288.75,"Technical Spec  PRODUCT DESCRIPTION Blok provides an abundance of up and down light in a sleek ADA Compliant aluminum frame available in satin nickel, black or textured white. Equipped with a universal driver, Blok is suitable for 120V-220V-277V making it the perfect choice for any commercial or residential application. PRODUCT SPECIFICATIONS Color Temp: 3000K Input: 120-277 VAC,50/60Hz CRI: 90 Dimming: ELV: 100-10% Rated Life: 70000 Hours Standards: ETL, cETL, Title 24 JA8-2019 Compliant; Damp Location Listed Construction: Aluminum hardware with glass diffuser  ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-25612-BK-2.jpg?v-cache=1634948925,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-25612-BK-3.jpg?v-cache=1634948925","output/WAC-WS-25612-BK/WAC-WS-25612-BK-1.jpg,output/WAC-WS-25612-BK/WAC-WS-25612-BK-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-25612-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-25612-install.pdf","output/WAC-WS-25612-BK/WAC-WS-25612-BK-3.pdf,output/WAC-WS-25612-BK/WAC-WS-25612-BK-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-25612-bk.htm
"WAC Lighting WS-W20506-WT 16W LED Wall Mount, 3000K Color Temperature, 90 CRI, White",WAC-WS-W20506-WT,$279.95,"Technical Spec  PRODUCT DESCRIPTION With a die-cast aluminum housing and etched glass, Scoop provides lasting performance for years to come. It features a patent pending design for a water and dust proof IP65 Rated luminaire. Mounts in both upward and downward orientations. PRODUCT SPECIFICATIONS Construction: Die-cast Aluminum Power: 16W Input: 120-277 VAC, 50/60Hz Dimming: ELV: 100-15% , 0-10V: 100-10% Light Source: Integrated LED Rated Life: 70000 Hours Mounting: Mounts directly to junction box, Can be mounted on wall in all orientations Finish: Electrostatically Powder Coated: White, Bronze, Black, Brushed Aluminum Operating Temp: -40°F to 122°F (-40°C to 50°C) Standards: UL, cUL, Wet Location Listed, IP65, Title 24 JA8-2019 Compliant, ADA  ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-W20506-WT-2.jpg?v-cache=1623634094,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-W20506-WT-3.jpg?v-cache=1623634094","output/WAC-WS-W20506-WT/WAC-WS-W20506-WT-1.jpg,output/WAC-WS-W20506-WT/WAC-WS-W20506-WT-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-W20506-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-W20506-install.pdf","output/WAC-WS-W20506-WT/WAC-WS-W20506-WT-3.pdf,output/WAC-WS-W20506-WT/WAC-WS-W20506-WT-4.html",https://www.electricbargainstores.com/product-p/wac-ws-w20506-wt.htm
"WAC Lighting WS-W2604-WT 6.5"" Tube Double LED Light Outdoor Wall Sconce, 16W, 800 Lumens, 3000K Color Temperature, 90 CRI, White",WAC-WS-W2604-WT,$238.43,"Technical Spec  PRODUCT DESCRIPTION A simple sconce with endless possibilities. This cylindrical wall luminaire delivers powerful lumen output, either upwards or downwards, or a combination of both, depending on the configuration and application. Built to last with die-cast aluminum construction and designed with no visible hardware, this low profile highly versatile Tube is perfect for your exterior. PRODUCT SPECIFICATIONS Construction: Die-cast Aluminum Power: 16W, 30W Input: 120-277 VAC, 50/60Hz Dimming: ELV: 100-15% , 0-10V: 100-10% Light Source: Integrated LED Rated Life: 70000 Hours Mounting: Mounts directly to junction box, Can be mounted on wall in all orientations Finish: Electrostatically Powder Coated: White, Graphite, Bronze, Black, Brushed Aluminum Operating Temp: -40 degree F to 122 degree F (-40 degree C to 50 degree C) Standards: ETL, cETL, Wet Location Listed, IP65, Title 24 JA8-2019 Compliant ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-W2604-WT-2.jpg?v-cache=1634339236,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-W2604-WT-3.jpg?v-cache=1634339236","output/WAC-WS-W2604-WT/WAC-WS-W2604-WT-1.jpg,output/WAC-WS-W2604-WT/WAC-WS-W2604-WT-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-W2604-W2605-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-W2604-W2605-install.pdf","output/WAC-WS-W2604-WT/WAC-WS-W2604-WT-3.pdf,output/WAC-WS-W2604-WT/WAC-WS-W2604-WT-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-w2604-wt.htm
"WAC Lighting WS-W2604-GH 6.5"" Tube Double LED Light Outdoor Wall Sconce, 16W, 800 Lumens, 3000K Color Temperature, 90 CRI, Graphite",WAC-WS-W2604-GH,$238.43,"Technical Spec  PRODUCT DESCRIPTION A simple sconce with endless possibilities. This cylindrical wall luminaire delivers powerful lumen output, either upwards or downwards, or a combination of both, depending on the configuration and application. Built to last with die-cast aluminum construction and designed with no visible hardware, this low profile highly versatile Tube is perfect for your exterior. PRODUCT SPECIFICATIONS Construction: Die-cast Aluminum Power: 16W, 30W Input: 120-277 VAC, 50/60Hz Dimming: ELV: 100-15% , 0-10V: 100-10% Light Source: Integrated LED Rated Life: 70000 Hours Mounting: Mounts directly to junction box, Can be mounted on wall in all orientations Finish: Electrostatically Powder Coated: White, Graphite, Bronze, Black, Brushed Aluminum Operating Temp: -40 degree F to 122 degree F (-40 degree C to 50 degree C) Standards: ETL, cETL, Wet Location Listed, IP65, Title 24 JA8-2019 Compliant ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-W2604-GH-2.jpg?v-cache=1634339230,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-W2604-GH-3.jpg?v-cache=1634339230","output/WAC-WS-W2604-GH/WAC-WS-W2604-GH-1.jpg,output/WAC-WS-W2604-GH/WAC-WS-W2604-GH-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-W2604-W2605-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-W2604-W2605-install.pdf","output/WAC-WS-W2604-GH/WAC-WS-W2604-GH-3.pdf,output/WAC-WS-W2604-GH/WAC-WS-W2604-GH-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-w2604-gh.htm
"WAC Lighting WS-W2604-BZ 6.5"" Tube Double LED Light Outdoor Wall Sconce, 16W, 800 Lumens, 3000K Color Temperature, 90 CRI, Bronze",WAC-WS-W2604-BZ,$238.43,"Technical Spec  PRODUCT DESCRIPTION A simple sconce with endless possibilities. This cylindrical wall luminaire delivers powerful lumen output, either upwards or downwards, or a combination of both, depending on the configuration and application. Built to last with die-cast aluminum construction and designed with no visible hardware, this low profile highly versatile Tube is perfect for your exterior. PRODUCT SPECIFICATIONS Construction: Die-cast Aluminum Power: 16W, 30W Input: 120-277 VAC, 50/60Hz Dimming: ELV: 100-15% , 0-10V: 100-10% Light Source: Integrated LED Rated Life: 70000 Hours Mounting: Mounts directly to junction box, Can be mounted on wall in all orientations Finish: Electrostatically Powder Coated: White, Graphite, Bronze, Black, Brushed Aluminum Operating Temp: -40 degree F to 122 degree F (-40 degree C to 50 degree C) Standards: ETL, cETL, Wet Location Listed, IP65, Title 24 JA8-2019 Compliant ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-W2604-BZ-2.jpg?v-cache=1634339225,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-W2604-BZ-3.jpg?v-cache=1634339225","output/WAC-WS-W2604-BZ/WAC-WS-W2604-BZ-1.jpg,output/WAC-WS-W2604-BZ/WAC-WS-W2604-BZ-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-W2604-W2605-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-W2604-W2605-install.pdf","output/WAC-WS-W2604-BZ/WAC-WS-W2604-BZ-3.pdf,output/WAC-WS-W2604-BZ/WAC-WS-W2604-BZ-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-w2604-bz.htm
"WAC Lighting WS-W2604-BK 6.5"" Tube Double LED Light Outdoor Wall Sconce, 16W, 800 Lumens, 3000K Color Temperature, 90 CRI, Black",WAC-WS-W2604-BK,$238.43,"Technical Spec  PRODUCT DESCRIPTION A simple sconce with endless possibilities. This cylindrical wall luminaire delivers powerful lumen output, either upwards or downwards, or a combination of both, depending on the configuration and application. Built to last with die-cast aluminum construction and designed with no visible hardware, this low profile highly versatile Tube is perfect for your exterior. PRODUCT SPECIFICATIONS Construction: Die-cast Aluminum Power: 16W, 30W Input: 120-277 VAC, 50/60Hz Dimming: ELV: 100-15% , 0-10V: 100-10% Light Source: Integrated LED Rated Life: 70000 Hours Mounting: Mounts directly to junction box, Can be mounted on wall in all orientations Finish: Electrostatically Powder Coated: White, Graphite, Bronze, Black, Brushed Aluminum Operating Temp: -40 degree F to 122 degree F (-40 degree C to 50 degree C) Standards: ETL, cETL, Wet Location Listed, IP65, Title 24 JA8-2019 Compliant ORDERING INFORMATION","http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-W2604-BK-2.jpg?v-cache=1634339219,http://cdn3.volusion.com/krfyq.gnkuo/v/vspfiles/photos/WAC-WS-W2604-BK-3.jpg?v-cache=1634339219","output/WAC-WS-W2604-BK/WAC-WS-W2604-BK-1.jpg,output/WAC-WS-W2604-BK/WAC-WS-W2604-BK-2.jpg","https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-W2604-W2605-spec.pdf,https://www.electricbargainstores.com/v/vspfiles/PDF_spec/WAC/wall/wac-WS-W2604-W2605-install.pdf","output/WAC-WS-W2604-BK/WAC-WS-W2604-BK-3.pdf,output/WAC-WS-W2604-BK/WAC-WS-W2604-BK-4.pdf",https://www.electricbargainstores.com/product-p/wac-ws-w2604-bk.htm
